City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
221,sitka,57.0531,-135.33,2.67,83,100,1.73,US,1680058760
222,mareeba,-17.0,145.4333,33.02,57,5,1.59,AU,1680058760
223,kruisfontein,-34.0033,24.7314,15.51,84,50,7.16,ZA,1680058761
224,huaihua,27.5494,109.9592,11.24,92,100,0.9,CN,1680058761
225,tornio,65.8481,24.1466,-5.99,94,100,6.73,FI,1680058761
226,amapa,1.0,-52.0,22.3,99,100,0.7,BR,1680058762
227,toma,12.7667,-2.8833,27.11,43,47,2.1,BF,1680058762
228,khandyga,62.6667,135.6,0.17,100,100,3.01,RU,1680058762
229,tenenkou,14.4572,-4.9169,29.13,44,73,3.65,ML,1680058763
230,souillac,-20.5167,57.5167,23.21,88,20,1.54,MU,1680058506
231,solnechnyy,50.7214,136.6319,7.07,45,97,4.53,RU,1680058763
232,aklavik,68.2191,-135.0107,-12.53,88,100,5.43,CA,1680058764
233,bethel,41.3712,-73.414,5.93,65,93,2.52,US,1680058513
234,camacha,33.0833,-16.3333,16.68,72,0,2.06,PT,1680058764
235,mocuba,-16.8392,36.9856,20.94,97,99,1.47,MZ,1680058765
236,robertsport,6.7533,-11.3686,26.64,83,78,1.68,LR,1680058765
237,georgetown,5.4112,100.3354,30.96,84,20,2.57,MY,1680058599
238,axim,4.8699,-2.2405,26.43,86,19,3.04,GH,1680058765
239,amahai,-3.3333,128.9167,27.38,80,100,1.77,ID,1680058766
240,denpasar,-8.65,115.2167,29.84,79,20,2.06,ID,1680058020
241,januaria,-15.4833,-44.3667,22.34,46,70,2.22,BR,1680058766
242,huarmey,-10.0681,-78.1522,25.53,76,100,3.03,PE,1680058767
243,torbay,47.6666,-52.7314,-0.24,91,75,6.17,CA,1680058767
244,novopokrovka,49.8425,36.5477,4.68,78,100,5.09,UA,1680058767
245,yinchuan,38.4681,106.2731,14.52,10,3,1.77,CN,1680058768
246,marienburg,54.0359,19.0266,-1.09,78,0,3.2,PL,1680058768
247,krasnoselkup,65.7,82.4667,-14.99,85,100,5.02,RU,1680058768
248,oistins,13.0667,-59.5333,25.05,69,40,7.72,BB,1680058768
249,dingle,10.9995,122.6711,30.29,63,100,6.23,PH,1680058769
250,soe,-9.8607,124.284,24.98,70,33,2.42,ID,1680058769
251,cidreira,-30.1811,-50.2056,22.96,86,2,8.83,BR,1680058769
252,half moon bay,37.4636,-122.4286,10.46,85,100,5.14,US,1680058770
253,margate,51.3813,1.3862,9.39,88,100,1.79,GB,1680058770
254,ketchikan,55.3422,-131.6461,5.64,73,86,2.92,US,1680058664
255,lima,-12.0432,-77.0282,24.14,73,0,4.63,PE,1680058037
